,season,PRRollman,Isolation,OffRebound,Cut,Postup,Misc,Transition,Spotup,Handoff,OffScreen,PRBallHandler
Lance Thomas,2018-19,0.059,0.0,0.046,0.063,0.076,0.063,0.114,0.481,0.0,0.0,0.0
Landry Shamet,2018-19,0.0,0.0,0.0,0.059,0.0,0.043,0.165,0.255,0.128,0.136,0.099
Langston Galloway,2018-19,0.0,0.0,0.02,0.023,0.0,0.028,0.186,0.373,0.192,0.099,0.071
Larry Nance Jr.,2018-19,0.168,0.019,0.146,0.168,0.078,0.121,0.102,0.165,0.0,0.0,0.025
Lauri Markkanen,2018-19,0.166,0.062,0.053,0.042,0.096,0.039,0.1,0.288,0.047,0.067,0.042
LeBron James,2018-19,0.023,0.175,0.027,0.037,0.082,0.068,0.214,0.059,0.014,0.02,0.281
Lonzo Ball,2018-19,0.031,0.047,0.038,0.052,0.0,0.073,0.229,0.213,0.033,0.026,0.244
Lou Williams,2018-19,0.0,0.092,0.014,0.009,0.0,0.039,0.12,0.083,0.068,0.026,0.546
Luka Doncic,2018-19,0.0,0.112,0.028,0.015,0.051,0.066,0.136,0.107,0.059,0.041,0.383
Luke Kennard,2018-19,0.0,0.032,0.0,0.038,0.0,0.04,0.167,0.269,0.151,0.04,0.247
Luke Kornet,2018-19,0.218,0.0,0.064,0.052,0.085,0.045,0.094,0.333,0.0,0.073,0.0
Luol Deng,2018-19,0.0,0.0,0.069,0.117,0.11,0.083,0.214,0.29,0.0,0.0,0.0
Malcolm Brogdon,2018-19,0.0,0.084,0.033,0.043,0.0,0.036,0.214,0.277,0.065,0.047,0.19
Malik Beasley,2018-19,0.0,0.017,0.02,0.044,0.0,0.028,0.246,0.333,0.125,0.068,0.119
Malik Monk,2018-19,0.0,0.072,0.0,0.022,0.0,0.028,0.184,0.317,0.083,0.094,0.184
MarShon Brooks,2018-19,0.0,0.132,0.0,0.049,0.0,0.0,0.137,0.215,0.0,0.0,0.327
Marc Gasol,2018-19,0.206,0.013,0.026,0.113,0.239,0.089,0.101,0.194,0.0,0.025,0.0
Marcin Gortat,2018-19,0.318,0.0,0.155,0.194,0.097,0.147,0.058,0.0,0.0,0.0,0.0
Marco Belinelli,2018-19,0.0,0.0,0.0,0.069,0.0,0.051,0.138,0.314,0.154,0.097,0.156
Marcus Morris,2018-19,0.102,0.091,0.045,0.038,0.097,0.06,0.13,0.312,0.036,0.043,0.047
Marcus Smart,2018-19,0.0,0.04,0.033,0.04,0.053,0.081,0.166,0.294,0.057,0.029,0.195
Mario Hezonja,2018-19,0.0,0.08,0.023,0.086,0.022,0.038,0.186,0.245,0.04,0.017,0.252
Markelle Fultz,2018-19,0.0,0.0,0.056,0.051,0.0,0.091,0.208,0.127,0.081,0.0,0.34
Markieff Morris,2018-19,0.176,0.025,0.088,0.076,0.212,0.086,0.076,0.282,0.0,0.0,0.0
Marquese Chriss,2018-19,0.137,0.0,0.105,0.179,0.053,0.058,0.121,0.3,0.0,0.0,0.0
Marvin Bagley III,2018-19,0.1,0.101,0.14,0.105,0.243,0.042,0.164,0.085,0.0,0.0,0.0
Marvin Williams,2018-19,0.143,0.0,0.058,0.07,0.064,0.06,0.137,0.401,0.0,0.049,0.0
Mason Plumlee,2018-19,0.166,0.052,0.105,0.171,0.207,0.125,0.096,0.063,0.0,0.0,0.0
Matthew Dellavedova,2018-19,0.0,0.05,0.0,0.0,0.0,0.116,0.106,0.209,0.063,0.0,0.402
Maurice Harkless,2018-19,0.024,0.03,0.117,0.169,0.126,0.05,0.119,0.277,0.032,0.035,0.022
Maxi Kleber,2018-19,0.101,0.0,0.082,0.093,0.063,0.072,0.101,0.421,0.0,0.042,0.0
Meyers Leonard,2018-19,0.193,0.0,0.059,0.212,0.056,0.098,0.078,0.252,0.0,0.0,0.0
Michael Beasley,2018-19,0.129,0.206,0.062,0.052,0.129,0.0,0.103,0.211,0.0,0.0,0.0
Michael Carter-Williams,2018-19,0.0,0.0,0.0,0.0,0.0,0.143,0.155,0.179,0.0,0.0,0.286
Michael Kidd-Gilchrist,2018-19,0.062,0.035,0.092,0.18,0.0,0.06,0.171,0.335,0.032,0.0,0.0
Mikal Bridges,2018-19,0.0,0.0,0.035,0.075,0.0,0.059,0.238,0.371,0.065,0.06,0.073
Mike Conley,2018-19,0.0,0.091,0.009,0.026,0.0,0.048,0.116,0.117,0.074,0.099,0.419
Mike Muscala,2018-19,0.152,0.0,0.068,0.068,0.028,0.135,0.239,0.359,0.0,0.0,0.0
Mike Scott,2018-19,0.089,0.042,0.052,0.072,0.075,0.068,0.122,0.351,0.0,0.0,0.057
Miles Bridges,2018-19,0.047,0.046,0.061,0.086,0.035,0.059,0.177,0.398,0.037,0.0,0.04
Milos Teodosic,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.0,0.0,0.453
Mitchell Robinson,2018-19,0.275,0.0,0.369,0.164,0.029,0.075,0.086,0.0,0.0,0.0,0.0
Mo Bamba,2018-19,0.204,0.032,0.131,0.125,0.083,0.134,0.054,0.227,0.0,0.0,0.0
Monte Morris,2018-19,0.0,0.039,0.014,0.066,0.0,0.032,0.181,0.217,0.069,0.028,0.352
Montrezl Harrell,2018-19,0.233,0.031,0.119,0.172,0.194,0.08,0.124,0.029,0.0,0.0,0.017
Moritz Wagner,2018-19,0.25,0.0,0.0,0.052,0.073,0.06,0.129,0.276,0.0,0.043,0.0
Myles Turner,2018-19,0.359,0.016,0.065,0.143,0.119,0.067,0.071,0.148,0.0,0.0,0.0
Nemanja Bjelica,2018-19,0.073,0.031,0.134,0.094,0.063,0.038,0.189,0.264,0.029,0.064,0.021
Nene,2018-19,0.301,0.0,0.068,0.267,0.103,0.0,0.075,0.089,0.0,0.0,0.0
Nerlens Noel,2018-19,0.263,0.0,0.23,0.274,0.0,0.091,0.066,0.05,0.0,0.0,0.0
Nicolas Batum,2018-19,0.014,0.044,0.044,0.051,0.0,0.058,0.121,0.297,0.105,0.032,0.222
Nik Stauskas,2018-19,0.0,0.049,0.0,0.06,0.0,0.077,0.18,0.323,0.098,0.12,0.075
Nikola Jokic,2018-19,0.141,0.042,0.097,0.084,0.254,0.093,0.057,0.125,0.007,0.057,0.042
Nikola Mirotic,2018-19,0.07,0.031,0.07,0.049,0.108,0.089,0.177,0.291,0.062,0.07,0.0
Nikola Vucevic,2018-19,0.205,0.02,0.098,0.117,0.269,0.051,0.038,0.169,0.0,0.025,0.0
Noah Vonleh,2018-19,0.123,0.057,0.098,0.058,0.206,0.092,0.082,0.251,0.0,0.0,0.017
Norman Powell,2018-19,0.0,0.057,0.0,0.026,0.0,0.055,0.224,0.263,0.044,0.077,0.244
OG Anunoby,2018-19,0.0,0.045,0.086,0.066,0.041,0.053,0.21,0.397,0.023,0.0,0.043
Omari Spellman,2018-19,0.156,0.0,0.166,0.1,0.0,0.066,0.125,0.349,0.0,0.0,0.0
Omri Casspi,2018-19,0.0,0.0,0.052,0.219,0.0,0.0,0.257,0.29,0.0,0.0,0.0
Otto Porter Jr.,2018-19,0.05,0.024,0.05,0.074,0.028,0.046,0.159,0.234,0.038,0.088,0.127
PJ Tucker,2018-19,0.129,0.0,0.068,0.036,0.0,0.077,0.156,0.513,0.0,0.0,0.0
Pascal Siakam,2018-19,0.07,0.099,0.052,0.059,0.121,0.047,0.257,0.207,0.026,0.01,0.053
Pat Connaughton,2018-19,0.03,0.028,0.048,0.14,0.0,0.0,0.165,0.331,0.093,0.095,0.048
Patrick Beverley,2018-19,0.0,0.039,0.021,0.016,0.0,0.084,0.146,0.35,0.037,0.0,0.286
Patrick McCaw,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.303,0.0,0.0,0.132
Patrick Patterson,2018-19,0.195,0.0,0.1,0.072,0.104,0.048,0.143,0.323,0.0,0.0,0.0
Patty Mills,2018-19,0.013,0.016,0.013,0.023,0.0,0.063,0.135,0.271,0.086,0.041,0.34
Pau Gasol,2018-19,0.256,0.0,0.107,0.099,0.19,0.0,0.0,0.182,0.0,0.0,0.0
Paul George,2018-19,0.014,0.134,0.025,0.019,0.036,0.051,0.206,0.117,0.054,0.098,0.245
Paul Millsap,2018-19,0.044,0.087,0.084,0.143,0.187,0.046,0.128,0.188,0.013,0.034,0.046
Quincy Acy,2018-19,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinn Cook,2018-19,0.0,0.06,0.026,0.036,0.0,0.062,0.159,0.195,0.074,0.11,0.267
Rajon Rondo,2018-19,0.0,0.107,0.023,0.019,0.0,0.067,0.16,0.146,0.0,0.0,0.453
Raul Neto,2018-19,0.0,0.062,0.0,0.0,0.0,0.052,0.166,0.27,0.062,0.0,0.36
Rawle Alkins,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.333,0.0,0.0,0.0
Ray Spalding,2018-19,0.254,0.0,0.203,0.169,0.0,0.0,0.237,0.0,0.0,0.0,0.0
Raymond Felton,2018-19,0.0,0.077,0.0,0.0,0.0,0.0,0.168,0.226,0.0,0.0,0.445
Reggie Bullock,2018-19,0.019,0.0,0.0,0.065,0.0,0.041,0.172,0.272,0.077,0.278,0.103
Reggie Jackson,2018-19,0.0,0.097,0.012,0.012,0.0,0.057,0.146,0.209,0.069,0.025,0.366
Richaun Holmes,2018-19,0.329,0.037,0.161,0.198,0.059,0.104,0.086,0.022,0.0,0.0,0.0
Ricky Rubio,2018-19,0.0,0.016,0.011,0.023,0.0,0.057,0.178,0.242,0.125,0.0,0.336
Robert Covington,2018-19,0.0,0.0,0.054,0.071,0.0,0.101,0.338,0.264,0.122,0.0,0.092
Robin Lopez,2018-19,0.287,0.0,0.115,0.112,0.322,0.086,0.0,0.049,0.0,0.0,0.0
Rodions Kurucs,2018-19,0.02,0.053,0.062,0.119,0.0,0.053,0.213,0.351,0.027,0.071,0.027
Rodney Hood,2018-19,0.0,0.096,0.0,0.024,0.041,0.032,0.176,0.268,0.056,0.08,0.228
Rodney McGruder,2018-19,0.0,0.018,0.05,0.047,0.0,0.036,0.136,0.284,0.153,0.057,0.201
Rondae Hollis-Jefferson,2018-19,0.165,0.039,0.074,0.149,0.068,0.038,0.192,0.237,0.0,0.0,0.025
Royce O'Neale,2018-19,0.0,0.0,0.0,0.063,0.0,0.044,0.26,0.488,0.047,0.0,0.051
Rudy Gay,2018-19,0.023,0.157,0.042,0.042,0.134,0.055,0.11,0.285,0.015,0.015,0.12
Rudy Gobert,2018-19,0.253,0.0,0.209,0.264,0.07,0.092,0.076,0.021,0.0,0.0,0.0
Russell Westbrook,2018-19,0.0,0.18,0.022,0.015,0.099,0.057,0.255,0.098,0.017,0.008,0.247
Ryan Anderson,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.418,0.0,0.127,0.0
Ryan Arcidiacono,2018-19,0.0,0.032,0.0,0.028,0.0,0.066,0.102,0.306,0.068,0.0,0.361
Ryan Broekhoff,2018-19,0.0,0.0,0.0,0.073,0.0,0.0,0.18,0.327,0.0,0.2,0.0
Salah Mejri,2018-19,0.224,0.0,0.15,0.163,0.0,0.122,0.082,0.204,0.0,0.0,0.0
Sam Dekker,2018-19,0.049,0.0,0.118,0.151,0.0,0.0,0.224,0.345,0.078,0.0,0.0
Semi Ojeleye,2018-19,0.056,0.0,0.056,0.066,0.0,0.0,0.23,0.459,0.0,0.0,0.0
Serge Ibaka,2018-19,0.297,0.014,0.103,0.118,0.101,0.06,0.129,0.172,0.0,0.0,0.0
Seth Curry,2018-19,0.0,0.044,0.024,0.0,0.0,0.042,0.145,0.239,0.116,0.119,0.259
Shabazz Napier,2018-19,0.0,0.15,0.0,0.0,0.0,0.036,0.139,0.162,0.057,0.041,0.398
Shai Gilgeous-Alexander,2018-19,0.0,0.05,0.017,0.025,0.0,0.046,0.176,0.207,0.05,0.0,0.418
Shake Milton,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.4,0.0,0.0,0.116
Shaquille Harrison,2018-19,0.0,0.095,0.032,0.041,0.0,0.05,0.212,0.276,0.054,0.0,0.225
Shaun Livingston,2018-19,0.0,0.059,0.063,0.258,0.118,0.111,0.221,0.041,0.0,0.0,0.092
Shelvin Mack,2018-19,0.0,0.079,0.0,0.058,0.0,0.052,0.121,0.192,0.079,0.027,0.379
Solomon Hill,2018-19,0.0,0.0,0.063,0.13,0.0,0.076,0.166,0.386,0.0,0.0,0.049
Spencer Dinwiddie,2018-19,0.0,0.225,0.0,0.0,0.0,0.052,0.127,0.146,0.036,0.029,0.374
Stanley Johnson,2018-19,0.0,0.083,0.031,0.0,0.028,0.047,0.182,0.314,0.047,0.0,0.198
Stephen Curry,2018-19,0.023,0.056,0.014,0.045,0.0,0.058,0.2,0.13,0.055,0.201,0.216
Sterling Brown,2018-19,0.0,0.029,0.037,0.069,0.0,0.05,0.241,0.307,0.074,0.085,0.098
Steven Adams,2018-19,0.174,0.0,0.194,0.196,0.256,0.071,0.104,0.0,0.0,0.0,0.0
Svi Mykhailiuk,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.225,0.069,0.256,0.125
T.J. McConnell,2018-19,0.0,0.019,0.0,0.07,0.0,0.069,0.194,0.175,0.069,0.0,0.389
T.J. Warren,2018-19,0.0,0.059,0.032,0.055,0.024,0.038,0.225,0.312,0.025,0.056,0.162
Taj Gibson,2018-19,0.143,0.026,0.155,0.207,0.188,0.085,0.103,0.09,0.0,0.0,0.0
Taurean Prince,2018-19,0.0,0.057,0.019,0.025,0.0,0.048,0.225,0.27,0.101,0.055,0.193
Terrance Ferguson,2018-19,0.033,0.0,0.02,0.055,0.0,0.043,0.283,0.47,0.028,0.0,0.039
Terrence Ross,2018-19,0.0,0.034,0.0,0.024,0.0,0.045,0.107,0.186,0.112,0.258,0.226
Terry Rozier,2018-19,0.0,0.08,0.016,0.018,0.0,0.052,0.193,0.245,0.062,0.107,0.218
Thabo Sefolosha,2018-19,0.0,0.0,0.0,0.108,0.0,0.0,0.216,0.492,0.0,0.0,0.0
Theo Pinson,2018-19,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.22,0.0,0.0,0.26
Thomas Bryant,2018-19,0.275,0.0,0.124,0.229,0.028,0.065,0.109,0.158,0.0,0.0,0.0
Tim Frazier,2018-19,0.0,0.115,0.0,0.077,0.0,0.088,0.23,0.172,0.0,0.0,0.333
Tim Hardaway Jr.,2018-19,0.0,0.042,0.017,0.036,0.013,0.046,0.153,0.235,0.078,0.189,0.156
Timothe Luwawu-Cabarrot,2018-19,0.0,0.0,0.0,0.074,0.0,0.0,0.192,0.468,0.074,0.054,0.049
Tobias Harris,2018-19,0.015,0.093,0.05,0.058,0.068,0.041,0.19,0.182,0.056,0.06,0.188
Tomas Satoransky,2018-19,0.0,0.033,0.044,0.062,0.022,0.082,0.181,0.29,0.026,0.021,0.237
Tony Parker,2018-19,0.0,0.088,0.0,0.0,0.0,0.034,0.121,0.126,0.04,0.0,0.566
Tony Snell,2018-19,0.0,0.0,0.03,0.056,0.0,0.036,0.213,0.34,0.157,0.081,0.056
Torrey Craig,2018-19,0.0,0.0,0.083,0.127,0.0,0.058,0.233,0.386,0.048,0.0,0.035
Trae Young,2018-19,0.0,0.09,0.015,0.008,0.0,0.044,0.193,0.087,0.081,0.026,0.456
Treveon Graham,2018-19,0.0,0.0,0.0,0.055,0.0,0.0,0.124,0.647,0.0,0.0,0.0
Trevor Ariza,2018-19,0.0,0.036,0.031,0.039,0.029,0.071,0.214,0.324,0.078,0.071,0.117
Trey Burke,2018-19,0.0,0.086,0.0,0.0,0.0,0.046,0.116,0.167,0.099,0.026,0.403
Trey Lyles,2018-19,0.177,0.047,0.053,0.065,0.143,0.039,0.1,0.256,0.029,0.055,0.036
Tristan Thompson,2018-19,0.169,0.043,0.257,0.189,0.138,0.079,0.061,0.059,0.0,0.0,0.0
Troy Brown Jr.,2018-19,0.0,0.053,0.0,0.102,0.0,0.035,0.18,0.317,0.074,0.0,0.18
Troy Daniels,2018-19,0.0,0.0,0.0,0.039,0.0,0.042,0.116,0.255,0.177,0.165,0.161
Troy Williams,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.307,0.0,0.0,0.0
Tyler Dorsey,2018-19,0.0,0.068,0.0,0.0,0.0,0.0,0.203,0.261,0.092,0.101,0.203
Tyler Johnson,2018-19,0.0,0.0,0.0,0.044,0.0,0.02,0.178,0.261,0.076,0.086,0.35
Tyler Zeller,2018-19,0.357,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyreke Evans,2018-19,0.0,0.096,0.015,0.025,0.016,0.035,0.228,0.165,0.069,0.015,0.335
Tyrone Wallace,2018-19,0.0,0.0,0.0,0.125,0.0,0.036,0.268,0.214,0.043,0.0,0.229
Tyson Chandler,2018-19,0.123,0.0,0.265,0.29,0.0,0.232,0.071,0.0,0.0,0.0,0.0
Tyus Jones,2018-19,0.0,0.065,0.0,0.023,0.0,0.071,0.178,0.174,0.052,0.0,0.419
Victor Oladipo,2018-19,0.0,0.129,0.0,0.0,0.0,0.034,0.199,0.098,0.065,0.079,0.376
Vince Carter,2018-19,0.058,0.03,0.032,0.038,0.068,0.058,0.133,0.438,0.034,0.0,0.098
Walter Lemon Jr.,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.099,0.0,0.0,0.436
Wayne Ellington,2018-19,0.035,0.0,0.0,0.0,0.0,0.054,0.133,0.276,0.286,0.143,0.096
Wayne Selden,2018-19,0.0,0.051,0.032,0.056,0.0,0.045,0.222,0.247,0.101,0.045,0.217
Wendell Carter Jr.,2018-19,0.236,0.0,0.111,0.185,0.181,0.117,0.07,0.086,0.0,0.0,0.0
Wes Iwundu,2018-19,0.0,0.038,0.068,0.068,0.0,0.06,0.249,0.284,0.06,0.0,0.145
Wesley Johnson,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.49,0.0,0.0,0.117
Wesley Matthews,2018-19,0.0,0.033,0.0,0.065,0.088,0.038,0.122,0.256,0.069,0.134,0.107
Will Barton,2018-19,0.0,0.04,0.038,0.029,0.0,0.036,0.225,0.225,0.101,0.0,0.285
Willie Cauley-Stein,2018-19,0.274,0.069,0.088,0.184,0.123,0.064,0.132,0.058,0.0,0.0,0.0
Willy Hernangomez,2018-19,0.304,0.0,0.187,0.179,0.105,0.091,0.043,0.053,0.0,0.0,0.0
Wilson Chandler,2018-19,0.0,0.067,0.067,0.047,0.067,0.059,0.224,0.461,0.0,0.0,0.0
Yogi Ferrell,2018-19,0.0,0.053,0.0,0.024,0.0,0.057,0.237,0.167,0.06,0.041,0.342
Yuta Watanabe,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.306,0.339,0.0,0.0,0.0
Zach Collins,2018-19,0.149,0.0,0.108,0.202,0.138,0.1,0.066,0.213,0.0,0.0,0.0
Zach LaVine,2018-19,0.0,0.131,0.017,0.03,0.027,0.036,0.141,0.086,0.081,0.044,0.402
Zaza Pachulia,2018-19,0.123,0.039,0.21,0.227,0.078,0.197,0.052,0.071,0.0,0.0,0.0
Zhaire Smith,2018-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
